text,subject,sender,label
"Hello Daniel, I need you to purchase 38 Apple Gift Cards ($895.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
"Hi Robert, thanks for submitting the pull request for feature #72. I left a few minor comments on GitHub: https://github.com/company/repo/pull/72.",Pull Request Review #72,dev-lead@company.com,0
"Security notice: Your Google Account was successfully accessed from a new device (iPhone 14 Pro). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"FINAL NOTICE: Your Netflix subscription payment of $2,517.00 was declined. Update your credit card details immediately at http://netfl1x-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@netfl1x-billing-update.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"Hello Sophia, I need you to purchase 22 Apple Gift Cards ($1,284.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"Hi Emily, your expense report for $733.80 has been approved by management and submitted to payroll.",Expense Report Approved: $733.80,finance@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Your weekly digest from LinkedIn: David and 30 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
URGENT: Your Microsoft 365 password expires in 39 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Security notice: Your Google Account was successfully accessed from a new device (MacBook Air). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
"Dear customer, your PayPal account has been temporarily restricted due to unauthorized login attempts from IP 37.134.233.239. Please verify your identity immediately at http://paypa1-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@paypa1-security-check.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Bucharest, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your Spotify Premium receipt for this month ($712.28) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $325.00 to our new supplier. Reply with confirmation once sent.,Confidential Request,ceo@company-exec-mail.com,1
"Dear customer, your Facebook account has been temporarily restricted due to unauthorized login attempts from IP 185.220.109.27. Please verify your identity immediately at http://faceb00k-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@faceb00k-security-check.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Your Apple Store order #219-28320-15 is ready for pickup at Apple Store Bucharest.,Apple Store Pickup Ready #219-28320-15,no-reply@apple.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,922.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"Hi Michael, attached is the updated project roadmap for Q3. Please review before our sync meeting tomorrow at 8 PM.",Q3 Project Roadmap Review,michael.wilson@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"Hi Jessica, your expense report for $437.43 has been approved by management and submitted to payroll.",Expense Report Approved: $437.43,finance@company.com,0
Your monthly AWS cloud infrastructure billing invoice for February is now available in the AWS Management Console. Amount due: $734.14.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
URGENT: Your Microsoft 365 password expires in 44 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Security notice: Your Google Account was successfully accessed from a new device (Windows PC). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"Hi Michael, your expense report for $839.16 has been approved by management and submitted to payroll.",Expense Report Approved: $839.16,finance@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"Hello Michael, I need you to purchase 30 Apple Gift Cards ($2,886.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"FINAL NOTICE: Your PayPal subscription payment of $1,541.00 was declined. Update your credit card details immediately at http://paypa1-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@paypa1-billing-update.com,1
"Hi James, attached is the updated project roadmap for Q1. Please review before our sync meeting tomorrow at 7 PM.",Q1 Project Roadmap Review,james.smith@company.com,0
IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $810.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com,IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $176.00. Contact agent at http://unclaimed-estate-claim.com,Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Please join us for a lunch & learn presentation on CI/CD Pipeline Security this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Zero Trust Architecture,events@company.com,0
Your weekly digest from LinkedIn: Emily and 793 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
Please join us for a lunch & learn presentation on Docker & Kubernetes this Thursday at 12 PM in Conference Room B.,Lunch & Learn: React Server Components,events@company.com,0
Thank you for your payment of $590.74 for your Microsoft 365 Subscription. Invoice #606-63626-97.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
Your Spotify Premium receipt for this month ($418.97) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
URGENT: Your Microsoft 365 password expires in 4 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your weekly digest from LinkedIn: Sophia and 939 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
Your weekly digest from LinkedIn: David and 737 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
URGENT: Your Microsoft 365 password expires in 20 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
Your order #941-67961-89 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=941-67961-89.,Your Order Has Shipped,shipping@amazon.com,0
Your order #735-58253-96 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=735-58253-96.,Your Order Has Shipped,shipping@amazon.com,0
